Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
287;infrastructure;UPC6F44462;90:5C:44:28:21:23;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;33;0;13;0;0;13;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:31:16 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
288;infrastructure;UPC Wi-Free;AE:22:15:F1:AE:A6;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;26;0;0;0;0;0;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:31:15 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
289;infrastructure;UPCC5FD6A6 2.4GHz;DC:53:7C:DB:20:94;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;26;0;0;0;0;0;;;Wed Nov 21 06:31:02 2018;Wed Nov 21 06:31:19 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
290;infrastructure;wghihor;AC:22:05:F1:AE:A6;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:31:15 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
291;infrastructure;HUAWEI-8yvG;F8:98:B9:6E:90:0C;;8;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;41;0;0;0;0;0;;;Wed Nov 21 06:30:43 2018;Wed Nov 21 06:31:16 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
292;infrastructure;HUAWEI-GXw7;D0:3E:5C:49:28:28;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;21;0;0;0;0;0;;;Wed Nov 21 06:30:52 2018;Wed Nov 21 06:31:14 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
293;infrastructure;UPCEF85BCA;AC:22:05:27:E7:F7;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;23;0;0;0;0;0;;;Wed Nov 21 06:30:33 2018;Wed Nov 21 06:31:07 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
294;infrastructure;UPC Wi-Free;06:7C:34:40:BF:CC;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:31:06 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
295;infrastructure;UPC5221832;64:7C:34:40:BF:CC;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:31:06 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
296;infrastructure;UPC Wi-Free;AE:22:15:27:E7:F7;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:30:37 2018;Wed Nov 21 06:31:07 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
297;infrastructure;UPC515CB7E;90:5C:44:28:38:2D;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:30:32 2018;Wed Nov 21 06:31:06 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
298;infrastructure;UPC9656C63;AC:22:05:25:B8:32;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:30:54 2018;Wed Nov 21 06:31:07 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
299;infrastructure;UPC Wi-Free;AE:22:15:25:B8:32;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:30:37 2018;Wed Nov 21 06:31:07 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
300;infrastructure;Orange-DxJ2;24:BC:F8:C8:80:4C;;5;No;WPA2,AES-CCM;No;130.0;0;15;0;2;0;0;2;;;Wed Nov 21 06:30:45 2018;Wed Nov 21 06:31:06 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
301;infrastructure;UPC Wi-Free;92:5C:14:28:38:2D;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;35;0;0;0;0;0;;;Wed Nov 21 06:30:20 2018;Wed Nov 21 06:31:05 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
302;infrastructure;UPC Wi-Free;56:67:11:20:9A:8D;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:30:58 2018;Wed Nov 21 06:31:03 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
303;infrastructure;HUAWEI-8M7n;D0:3E:5C:41:E1:D0;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:30:56 2018;Wed Nov 21 06:31:05 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
304;infrastructure;St3F!;54:67:51:20:9A:8D;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:58 2018;Wed Nov 21 06:31:03 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
305;infrastructure;Chromecast6395.b;FA:8F:CA:8E:AE:AE;;6;No;OPN,None;No;65.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:30:50 2018;Wed Nov 21 06:30:53 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
306;infrastructure;UPC Wi-Free;DE:53:1C:B8:C3:41;;7;No;WPA2,AES-CCM,TKIP;No;130.0;0;45;0;0;0;0;0;;;Wed Nov 21 06:30:29 2018;Wed Nov 21 06:30:50 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
307;infrastructure;Marcus Net;90:94:E4:35:51:CE;;6;No;WPA2,AES-CCM,TKIP;No;65.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:30:45 2018;Wed Nov 21 06:30:50 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
308;infrastructure;Nini;E8:DE:27:39:99:71;;1;No;WPA2,AES-CCM;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:30:46 2018;Wed Nov 21 06:30:50 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
309;infrastructure;DIGI-Ua28;04:27:58:33:F1:DC;;11;No;WPA2,WPA,AES-CCM;No;65.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:30:50 2018;Wed Nov 21 06:30:53 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
310;infrastructure;HP-Print-D0-LaserJet M12;9C:AD:97:5B:E4:D0;;1;No;OPN,None;No;65.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:30:41 2018;Wed Nov 21 06:30:54 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
311;infrastructure;UPCFE522BA;90:5C:44:D8:61:32;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:30:49 2018;Wed Nov 21 06:30:50 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
312;infrastructure;UPC Wi-Free;AE:22:15:18:79:D1;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:30:33 2018;Wed Nov 21 06:30:41 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
313;infrastructure;UPC Wi-Free;56:67:11:40:50:46;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;40;0;0;0;0;0;;;Wed Nov 21 06:30:16 2018;Wed Nov 21 06:30:41 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
314;infrastructure;BRD;00:34:FE:EA:4E:E4;;8;No;WPA2,AES-CCM,TKIP;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:30:22 2018;Wed Nov 21 06:30:38 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
315;infrastructure;BRD;00:34:FE:EA:4E:76;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:30:33 2018;Wed Nov 21 06:30:38 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
316;infrastructure;HUAWEI-3rq5;34:A2:A2:E4:9B:BC;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:30:34 2018;Wed Nov 21 06:30:43 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
317;infrastructure;home;14:CC:20:70:34:D0;;7;No;WPA2,WPA,AES-CCM;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:30:37 2018;Wed Nov 21 06:30:43 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
318;infrastructure;dlink-manu;00:19:5B:01:A7:EB;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:37 2018;Wed Nov 21 06:30:41 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
319;infrastructure;DIRECT-nT3ric Phaser 3020;9E:93:4E:36:2C:BC;;6;No;WPA2,AES-CCM;No;54.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:30:16 2018;Wed Nov 21 06:30:28 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
320;infrastructure;Nu_stiu;C8:E7:D8:9C:56:9C;;1;No;WPA2,AES-CCM;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:30:25 2018;Wed Nov 21 06:30:26 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
321;infrastructure;UPC Wi-Free;DE:53:1C:B8:67:D6;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:30:19 2018;Wed Nov 21 06:30:27 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
322;infrastructure;UPC3E5F6AE;AC:22:05:C3:6D:24;;6;No;WPA2,AES-CCM,TKIP;No;270.0;0;22;0;1;0;0;1;;;Wed Nov 21 06:30:16 2018;Wed Nov 21 06:30:29 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
323;infrastructure;UPC1402094;44:32:C8:A2:8B:BD;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;8;0;2;0;0;2;;;Wed Nov 21 06:30:20 2018;Wed Nov 21 06:30:26 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
324;infrastructure;UPC Wi-Free;46:32:C8:A2:8B:BF;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:30:20 2018;Wed Nov 21 06:30:26 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
325;infrastructure;UPCA1B42DB;DC:53:7C:B8:67:D6;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:30:19 2018;Wed Nov 21 06:30:28 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
326;infrastructure;Jack;60:E3:27:58:39:D5;;1;No;WPA2,WPA,AES-CCM;No;405.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:30:04 2018;Wed Nov 21 06:30:29 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
327;infrastructure;UPC Wi-Free;EA:40:F2:39:B8:46;;11;No;WPA2,AES-CCM;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:30:19 2018;Wed Nov 21 06:30:28 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
328;infrastructure;HUAWEI-8xeS;F8:98:B9:ED:79:28;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:26 2018;Wed Nov 21 06:30:29 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
329;infrastructure;TP-LINK_7989C8;C4:E9:84:79:89:C8;;10;No;WPA2,AES-CCM;No;270.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:30:15 2018;Wed Nov 21 06:30:27 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
330;infrastructure;UPC954885;E8:40:F2:39:B8:44;;11;No;WPA2,AES-CCM;No;130.0;0;14;0;5;0;0;5;;;Wed Nov 21 06:30:19 2018;Wed Nov 21 06:30:27 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
331;infrastructure;c226;98:DE:D0:F0:99:40;;6;No;OPN,None;No;130.0;0;24;0;0;0;0;0;;;Wed Nov 21 06:30:11 2018;Wed Nov 21 06:30:28 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
332;infrastructure;HUAWEI-NvFW;F8:E8:11:3A:7C:8C;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:30:26 2018;Wed Nov 21 06:30:31 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
333;infrastructure;linksys;00:1D:7E:EC:8F:9E;;11;No;OPN,None;No;54.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:20 2018;Wed Nov 21 06:30:28 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
334;infrastructure;DIRECT-TY-BRAVIA;36:68:95:17:03:DC;;8;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:30:13 2018;Wed Nov 21 06:30:26 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
335;infrastructure;HUAWEI-apBa;D4:F9:A1:75:89:C0;;3;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:30:18 2018;Wed Nov 21 06:30:26 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
336;infrastructure;ICT_Thermo;F8:D1:11:BA:DF:04;;11;No;OPN,None;No;65.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:30:12 2018;Wed Nov 21 06:30:17 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
337;infrastructure;UPC Wi-Free;DE:53:1C:DC:F1:F1;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:15 2018;Wed Nov 21 06:30:16 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
338;infrastructure;Telekom-720298;64:13:6C:0A:D3:B8;;11;No;WPA2,AES-CCM;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:30:07 2018;Wed Nov 21 06:30:15 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
339;infrastructure;UPC1A5B22F;DC:53:7C:DC:F1:F1;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:30:15 2018;Wed Nov 21 06:30:19 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
340;infrastructure;TP-LINK_VASA;60:E3:27:A9:C8:86;;4;No;WPA2,AES-CCM;No;270.0;0;18;0;0;0;0;0;;;Wed Nov 21 06:29:53 2018;Wed Nov 21 06:30:14 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
341;infrastructure;ISD_2G;60:45:CB:93:8A:38;;12;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:30:15 2018;Wed Nov 21 06:30:16 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
342;infrastructure;cc-public1;62:E3:27:2A:6C:3E;;3;No;OPN,None;No;195.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:30:14 2018;Wed Nov 21 06:30:14 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
343;infrastructure;cc-privat1;60:E3:27:2A:6C:3E;;3;No;WPA2,AES-CCM;No;195.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:30:14 2018;Wed Nov 21 06:30:14 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
344;infrastructure;UPT-eduroam;D8:C7:C8:04:5F:90;;11;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:30:07 2018;Wed Nov 21 06:30:15 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
345;infrastructure;Geriatrie;B0:6E:BF:DA:D6:00;;6;No;WPA2,AES-CCM;No;65.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:30:12 2018;Wed Nov 21 06:30:16 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
346;infrastructure;HUAWEI-R5R4;04:BD:70:A0:18:74;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:30:14 2018;Wed Nov 21 06:30:19 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
347;infrastructure;fagaras;BC:67:1C:41:54:C1;;6;No;WPA2,AES-CCM;No;130.0;0;19;0;1;0;0;1;;;Wed Nov 21 06:29:50 2018;Wed Nov 21 06:30:04 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
348;infrastructure;HUAWEI-YJTy;F8:E8:11:3A:80:F8;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;40;0;0;0;0;0;;;Wed Nov 21 06:29:39 2018;Wed Nov 21 06:30:05 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
349;infrastructure;linksys;20:AA:4B:27:68:41;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;33;0;0;0;0;0;;;Wed Nov 21 06:29:38 2018;Wed Nov 21 06:30:03 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
350;infrastructure;Telekom-DRLsr0;D8:7D:7F:70:26:60;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;30;0;2;0;0;2;;;Wed Nov 21 06:29:46 2018;Wed Nov 21 06:30:07 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
351;infrastructure;eng-icer;00:1E:E5:5B:6D:85;;11;No;WPA,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:29:58 2018;Wed Nov 21 06:30:03 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
352;infrastructure;HUAWEI-B525-1E09;10:44:00:BD:1E:09;;9;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:30:06 2018;Wed Nov 21 06:30:06 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
353;infrastructure;persik;C8:3A:35:32:19:48;;6;No;WPA2,WPA,AES-CCM;No;270.0;0;20;0;0;0;0;0;;;Wed Nov 21 06:29:47 2018;Wed Nov 21 06:30:07 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
354;infrastructure;camera 303;E8:CC:18:42:9E:F0;;1;No;WPA2,AES-CCM;No;270.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:29:51 2018;Wed Nov 21 06:30:04 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
355;infrastructure;Cristina;90:5C:44:D6:6F:62;;6;No;WPA2,AES-CCM,TKIP;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:29:46 2018;Wed Nov 21 06:29:51 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
356;infrastructure;imobiliare.ro;82:2A:A8:CA:BE:CE;;1;No;WPA2,AES-CCM;No;195.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:29:43 2018;Wed Nov 21 06:29:51 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
357;infrastructure;Realmedia;80:2A:A8:CA:BE:CE;;1;No;WPA2,AES-CCM;No;195.0;0;14;0;22;0;0;22;;;Wed Nov 21 06:29:43 2018;Wed Nov 21 06:29:51 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
358;infrastructure;Realmedia;78:8A:20:F4:0D:A6;;11;No;WPA2,AES-CCM;No;195.0;0;9;0;3;0;0;3;;;Wed Nov 21 06:29:42 2018;Wed Nov 21 06:29:54 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
359;infrastructure;Realmedia;80:2A:A8:CA:C2:27;;6;No;WPA2,AES-CCM;No;195.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:29:46 2018;Wed Nov 21 06:29:50 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
360;infrastructure;Martin Router King;54:B8:0A:0E:54:A4;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:29:46 2018;Wed Nov 21 06:29:54 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
